ASSET ID,FEATURE TYPE,DIVISION NAME,LOCATION NAME,Location 1
SEAT1615,SEAT,CITY,MOORE STREET ROAD VERGE,"(-35.277751, 149.127752)"
SEAT1616,SEAT,CITY,MOORE STREET ROAD VERGE,"(-35.277771, 149.127734)"
SEAT1617,SEAT,CITY,MOORE STREET ROAD VERGE,"(-35.277801, 149.127720)"
SEAT3032,SEAT,CITY,PETRIE PLAZA,"(-35.279411, 149.132465)"
SEAT3033,SEAT,CITY,HOBART PLACE,"(-35.279482, 149.126414)"
SEAT3034,SEAT,CITY,HOBART PLACE,"(-35.279480, 149.126522)"
SEAT3035,SEAT,CITY,PETRIE PLAZA,"(-35.279373, 149.132358)"
SEAT3036,SEAT,CITY,PETRIE PLAZA,"(-35.279350, 149.132366)"
SEAT3037,SEAT,CITY,PETRIE PLAZA,"(-35.279380, 149.132449)"
SEAT3038,SEAT,CITY,PETRIE PLAZA,"(-35.279346, 149.132582)"
SEAT3039,SEAT,CITY,PETRIE PLAZA,"(-35.279355, 149.132605)"
SEAT3040,SEAT,CITY,PETRIE PLAZA,"(-35.279341, 149.132342)"
SEAT3041,SEAT,CITY,PETRIE PLAZA,"(-35.279344, 149.132428)"
SEAT3042,SEAT,CITY,PETRIE PLAZA,"(-35.279317, 149.132412)"
SEAT3043,SEAT,CITY,PETRIE PLAZA,"(-35.279328, 149.132588)"
SEAT3044,SEAT,CITY,PETRIE PLAZA,"(-35.279322, 149.132653)"
SEAT3045,SEAT,CITY,PETRIE PLAZA,"(-35.279284, 149.132545)"
SEAT3046,SEAT,CITY,PETRIE PLAZA,"(-35.279292, 149.132567)"
SEAT3051,SEAT,CITY,PETRIE PLAZA,"(-35.279264, 149.132637)"
SEAT3047,SEAT,CITY,PETRIE PLAZA,"(-35.279308, 149.132682)"
SEAT3048,SEAT,CITY,PETRIE PLAZA,"(-35.279300, 149.132659)"
SEAT3049,SEAT,CITY,PETRIE PLAZA,"(-35.279265, 149.132551)"
SEAT3050,SEAT,CITY,PETRIE PLAZA,"(-35.279246, 149.132644)"
SEAT3052,SEAT,CITY,PETRIE PLAZA,"(-35.279255, 149.132615)"
SEAT3053,SEAT,CITY,PETRIE PLAZA,"(-35.279248, 149.132798)"
SEAT3054,SEAT,CITY,PETRIE PLAZA,"(-35.279270, 149.132792)"
SEAT1621,SEAT,CITY,DARWIN PLACE,"(-35.280400, 149.125632)"
SEAT1622,SEAT,CITY,DARWIN PLACE,"(-35.280331, 149.125565)"
SEAT1623,SEAT,CITY,DARWIN PLACE,"(-35.280336, 149.125779)"
SEAT1624,SEAT,CITY,DARWIN PLACE,"(-35.280252, 149.125601)"
SEAT1626,SEAT,CITY,LONDON CIRCUIT,"(-35.280662, 149.126406)"
SEAT1629,SEAT,CITY,KNOWLES PLACE,"(-35.280711, 149.126921)"
SEAT1630,SEAT,CITY,KNOWLES PLACE,"(-35.280733, 149.126910)"
SEAT1631,SEAT,CITY,KNOWLES PLACE,"(-35.280861, 149.126806)"
SEAT1632,SEAT,CITY,KNOWLES PLACE,"(-35.280879, 149.126790)"
SEAT1633,SEAT,CITY,CITY HILL,"(-35.281634, 149.128221)"
SEAT1634,SEAT,CITY,CITY HILL,"(-35.281996, 149.128493)"
SEAT1635,SEAT,CITY,CITY HILL,"(-35.281973, 149.128532)"
SEAT1636,SEAT,CITY,CITY HILL,"(-35.282573, 149.128885)"
SEAT1637,SEAT,CITY,CITY HILL,"(-35.282580, 149.128952)"
SEAT1638,SEAT,CITY,CITY HILL,"(-35.282517, 149.129077)"
SEAT1639,SEAT,CITY,CITY HILL,"(-35.282067, 149.128793)"
SEAT1640,SEAT,CITY,EAST ROW ROAD VERGE,"(-35.278775, 149.130493)"
SEAT1642,SEAT,CITY,CITY HILL,"(-35.281569, 149.129256)"
SEAT1646,SEAT,CITY,CITY HILL,"(-35.281490, 149.128521)"
SEAT1647,SEAT,CITY,VERNON CIRCLE,"(-35.281028, 149.127653)"
SEAT1648,SEAT,CITY,VERNON CIRCLE,"(-35.281039, 149.127649)"
SEAT3030,SEAT,CITY,PETRIE PLAZA,"(-35.279408, 149.132379)"
SEAT3031,SEAT,CITY,PETRIE PLAZA,"(-35.279417, 149.132402)"
SEAT3028,SEAT,CITY,HOBART PLACE,"(-35.279505, 149.126640)"
SEAT3029,SEAT,CITY,HOBART PLACE,"(-35.279519, 149.126617)"
SEAT3064,SEAT,CITY,HOBART PLACE,"(-35.278977, 149.126398)"
SEAT3065,SEAT,CITY,HOBART PLACE,"(-35.278964, 149.126375)"
SEAT3622,SEAT,CITY,LATIN AMERICAN PLAZA - CHILDERS ST,"(-35.277205, 149.125826)"
SEAT3623,SEAT,CITY,LATIN AMERICAN PLAZA - CHILDERS ST,"(-35.277164, 149.125863)"
SEAT3624,SEAT,CITY,LATIN AMERICAN PLAZA - CHILDERS ST,"(-35.277089, 149.125930)"
SEAT3625,SEAT,CITY,LATIN AMERICAN PLAZA - CHILDERS ST,"(-35.277048, 149.125966)"
SEAT3626,SEAT,CITY,LATIN AMERICAN PLAZA - CHILDERS ST,"(-35.276972, 149.126033)"
SEAT3627,SEAT,CITY,LATIN AMERICAN PLAZA - CHILDERS ST,"(-35.276957, 149.126054)"
SEAT3628,SEAT,CITY,LATIN AMERICAN PLAZA - CHILDERS ST,"(-35.276970, 149.126167)"
SEAT3629,SEAT,CITY,LATIN AMERICAN PLAZA - CHILDERS ST,"(-35.276977, 149.126228)"
SEAT3630,SEAT,CITY,LATIN AMERICAN PLAZA - CHILDERS ST,"(-35.277015, 149.126379)"
SEAT3631,SEAT,CITY,LATIN AMERICAN PLAZA - CHILDERS ST,"(-35.277081, 149.126368)"
SEAT3632,SEAT,CITY,LATIN AMERICAN PLAZA - CHILDERS ST,"(-35.277166, 149.126353)"
SEAT3633,SEAT,CITY,LATIN AMERICAN PLAZA - CHILDERS ST,"(-35.277233, 149.126342)"
SEAT3634,SEAT,CITY,LATIN AMERICAN PLAZA - CHILDERS ST,"(-35.277266, 149.126337)"
SEAT3635,SEAT,CITY,CHILDERS STREET PEDESTRIAN PARKLAND,"(-35.277411, 149.125676)"
SEAT3636,SEAT,CITY,CHILDERS STREET PEDESTRIAN PARKLAND,"(-35.277516, 149.125812)"
SEAT3637,SEAT,CITY,CHILDERS STREET PEDESTRIAN PARKALND,"(-35.277622, 149.125951)"
SEAT3638,SEAT,CITY,CHILDERS STREET PEDESTRIAN PARKALND,"(-35.277666, 149.126089)"
SEAT1718,SEAT,CITY,BARRY DRIVE ROAD VERGE,"(-35.275667, 149.127166)"
SEAT1719,SEAT,CITY,BARRY DRIVE ROAD VERGE,"(-35.275669, 149.127253)"
SEAT1720,SEAT,CITY,BARRY DRIVE ROAD VERGE,"(-35.275706, 149.127209)"
SEAT1721,SEAT,CITY,BARRY DRIVE ROAD VERGE,"(-35.275716, 149.127282)"
SEAT1722,SEAT,CITY,BARRY DRIVE ROAD VERGE,"(-35.275722, 149.127372)"
SEAT1723,SEAT,CITY,BARRY DRIVE ROAD VERGE,"(-35.275726, 149.127445)"
SEAT1724,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.276488, 149.128426)"
SEAT1725,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.276479, 149.128486)"
SEAT1726,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.276517, 149.128474)"
SEAT1727,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.276504, 149.128507)"
SEAT1728,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.276486, 149.128561)"
SEAT1499,SEAT,CITY,GLEBE PARK,"(-35.280719, 149.135673)"
SEAT1496,SEAT,CITY,GLEBE PARK,"(-35.280565, 149.135875)"
SEAT1497,SEAT,CITY,GLEBE PARK,"(-35.280635, 149.135881)"
SEAT1498,SEAT,CITY,GLEBE PARK,"(-35.280650, 149.135847)"
SEAT1500,SEAT,CITY,GLEBE PARK,"(-35.280678, 149.135587)"
SEAT1501,SEAT,CITY,GLEBE PARK,"(-35.280747, 149.135610)"
SEAT1502,SEAT,CITY,GLEBE PARK,"(-35.280738, 149.135435)"
SEAT1503,SEAT,CITY,GLEBE PARK,"(-35.280757, 149.135412)"
SEAT1594,SEAT,CITY,CANBERRA HOUSE,"(-35.278676, 149.126652)"
SEAT1593,SEAT,CITY,CANBERRA HOUSE,"(-35.278692, 149.126628)"
SEAT1595,SEAT,CITY,CANBERRA HOUSE,"(-35.278729, 149.126688)"
SEAT1596,SEAT,CITY,CANBERRA HOUSE,"(-35.278744, 149.126676)"
SEAT1597,SEAT,CITY,CANBERRA HOUSE,"(-35.278751, 149.126711)"
SEAT1598,SEAT,CITY,CANBERRA HOUSE,"(-35.278759, 149.126763)"
SEAT1599,SEAT,CITY,CANBERRA HOUSE,"(-35.278737, 149.126769)"
SEAT1600,SEAT,CITY,CNABERRA HOUSE,"(-35.278727, 149.126759)"
SEAT1601,SEAT,CITY,CANBERRA HOUSE,"(-35.278704, 149.126877)"
SEAT1602,SEAT,CITY,CANBERRA HOUSE,"(-35.278760, 149.126901)"
SEAT1603,SEAT,CITY,CANBERRA HOUSE,"(-35.278762, 149.126973)"
SEAT1604,SEAT,CITY,CANBERRA HOUSE,"(-35.278727, 149.126826)"
SEAT1605,SEAT,CITY,CANBERRA HOUSE,"(-35.278718, 149.126808)"
SEAT1606,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.276931, 149.128963)"
SEAT1607,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.276928, 149.128922)"
SEAT1608,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.276955, 149.128855)"
SEAT1609,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.276917, 149.128859)"
SEAT1610,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.276876, 149.128878)"
SEAT1611,SEAT,CITY,NORTHBOURNE AVENUE - ROAD MEDIAN,"(-35.277002, 149.129428)"
SEAT1612,SEAT,CITY,NORTHBOURNE AVENUE - ROAD MEDIAN,"(-35.277007, 149.129474)"
SEAT3494,SEAT,CITY,MORT STREET - BUS INTERCHANGE,"(-35.278084, 149.130783)"
SEAT3495,SEAT,CITY,MORT STREET - BUS INTERCHANGE,"(-35.277951, 149.130802)"
SEAT3496,SEAT,CITY,MORT STREET - BUS INTERCHAGE,"(-35.277904, 149.130578)"
SEAT3927,SEAT,CITY,WEST ROW PEDESTRIAN PARKLAND,"(-35.279209, 149.127400)"
SEAT3928,SEAT,CITY,WEST ROW PEDESTRIAN PARKLAND,"(-35.279236, 149.127420)"
SEAT3929,SEAT,CITY,WEST ROW PEDESTRIAN PARKLAND,"(-35.279262, 149.127447)"
SEAT3930,SEAT,CITY,WEST ROW PEDESTRIAN PARKLAND,"(-35.278835, 149.127449)"
SEAT3931,SEAT,CITY,WEST ROW PEDESTRIAN PARKLAND,"(-35.278838, 149.127482)"
SEAT3932,SEAT,CITY,WEST ROW PEDESTRIAN PARKLAND,"(-35.278843, 149.127522)"
SEAT3296,SEAT,CITY,CITY HILL,"(-35.281698, 149.128900)"
SEAT1504,SEAT,CITY,GLEBE PARK,"(-35.280820, 149.135209)"
SEAT1505,SEAT,CITY,GLEBE PARK,"(-35.280847, 149.135176)"
SEAT1506,SEAT,CITY,GLEBE PARK,"(-35.280894, 149.135047)"
SEAT1507,SEAT,CITY,GLEBE PARK,"(-35.280919, 149.135013)"
SEAT1508,SEAT,CITY,GLEBE PARK,"(-35.280981, 149.134825)"
SEAT1509,SEAT,CITY,GLEBE PARK,"(-35.281196, 149.134714)"
SEAT1510,SEAT,CITY,GLEBE PARK,"(-35.281234, 149.134675)"
SEAT1511,SEAT,CITY,GLEBE PARK,"(-35.281235, 149.134736)"
SEAT1512,SEAT,CITY,GLEBE PARK,"(-35.281308, 149.134720)"
SEAT1513,SEAT,CITY,GLEBE PARK,"(-35.281312, 149.134778)"
SEAT1535,SEAT,CITY,MARCUS CLARKE STREET - ROAD VERGE,"(-35.276058, 149.126805)"
SEAT1536,SEAT,CITY,MARCUS CLARKE STREET - ROAD VERGE,"(-35.276285, 149.126791)"
SEAT1537,SEAT,CITY,MARCUS CLARKE STREET - ROAD VERGE,"(-35.276313, 149.126773)"
SEAT1538,SEAT,CITY,MARCUS CLARKE STREET - ROAD VERGE,"(-35.276367, 149.126792)"
SEAT1539,SEAT,CITY,MARCUS CLARKE STREET - ROAD VERGE,"(-35.276383, 149.126775)"
SEAT1540,SEAT,CITY,MARCUS CLARKE STREET - ROAD VERGE,"(-35.276402, 149.126770)"
SEAT1543,SEAT,CITY,MARCUS CLARKE STREET - ROAD VERGE,"(-35.276582, 149.126747)"
SEAT1544,SEAT,CITY,MARCUS CLARKE STREET - ROAD VERGE,"(-35.276608, 149.126741)"
SEAT1545,SEAT,CITY,MARCUS CLARKE STREET  ROAD VERGE,"(-35.276617, 149.126751)"
SEAT1546,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.276766, 149.126914)"
SEAT1547,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.276770, 149.126928)"
SEAT1548,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.276777, 149.126982)"
SEAT1549,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.276764, 149.127006)"
SEAT1550,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.276816, 149.127234)"
SEAT1551,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.276806, 149.127322)"
SEAT1554,SEAT,CITY,ALINGA STREET,"(-35.278126, 149.127620)"
SEAT1556,SEAT,CITY,MOORE STREET ROAD VERGE,"(-35.278068, 149.127608)"
SEAT1557,SEAT,CITY,MOORE STREET ROAD VERGE,"(-35.278082, 149.127645)"
SEAT1558,SEAT,CITY,MOORE STREET ROAD VERGE,"(-35.278082, 149.127661)"
SEAT1559,SEAT,CITY,MOORE STREET ROAD VERGE,"(-35.278071, 149.127671)"
SEAT1560,SEAT,CITY,ALINGA STREET ROAD VERGE,"(-35.278300, 149.127098)"
SEAT1561,SEAT,CITY,ALINGA STREET ROAD VERGE,"(-35.278313, 149.127046)"
SEAT1562,SEAT,CITY,ALINGA STREET ROAD VERGE,"(-35.278319, 149.126795)"
SEAT1563,SEAT,CITY,CANBERRA HOUSE,"(-35.278699, 149.126614)"
SEAT3520,SEAT,CITY,HOBART PLACE - CANBERRA HOUSE SIDE,"(-35.278784, 149.126821)"
SEAT3521,SEAT,CITY,HOBART PLACE - CANBERRA HOUSE SIDE,"(-35.278787, 149.126883)"
SEAT3453,SEAT,CITY,GLEBE PARK,"(-35.283351, 149.136864)"
SEAT3454,SEAT,CITY,GLEBE PARK,"(-35.281623, 149.135480)"
SEAT3455,SEAT,CITY,MORT STREET - BUS INTERCHANGE,"(-35.278204, 149.130503)"
SEAT3456,SEAT,CITY,MORT STREET - BUS INTERCHANGE,"(-35.277831, 149.130590)"
SEAT3457,SEAT,CITY,MORT STREET - BUS INTERCHANGE,"(-35.278233, 149.130465)"
SEAT3458,SEAT,CITY,MORT STREET - BUS INTRCHANGE,"(-35.278235, 149.130507)"
SEAT3459,SEAT,CITY,MORT STREET - BUS INTERCHANGE,"(-35.278229, 149.130421)"
SEAT3460,SEAT,CITY,EAST ROW,"(-35.278859, 149.130667)"
SEAT3280,SEAT,CITY,GLEBE PARK,"(-35.281182, 149.134649)"
SEAT3281,SEAT,CITY,GLEBE PARK,"(-35.281161, 149.134698)"
SEAT3283,SEAT,CITY,GLEBE PARK,"(-35.281032, 149.135888)"
SEAT3284,SEAT,CITY,GLEBE PARK,"(-35.281020, 149.135893)"
SEAT3285,SEAT,CITY,GLEBE PARK,"(-35.281196, 149.135415)"
SEAT3282,SEAT,CITY,GLEBE PARK,"(-35.281489, 149.134875)"
SEAT3443,SEAT,CITY,KNOWLES PLACE,"(-35.280686, 149.127282)"
SEAT3444,SEAT,CITY,KNOWLES PLACE,"(-35.280731, 149.127359)"
SEAT3445,SEAT,CITY,KNOWLES PLACE,"(-35.280748, 149.127386)"
SEAT3446,SEAT,CITY,KNOWLES PLACE,"(-35.280794, 149.127465)"
SEAT3447,SEAT,CITY,LONDON CIRCUIT - LEGISLATIVE ASSEMBLY BUIILDING,"(-35.281515, 149.129955)"
SEAT3461,SEAT,CITY,EAST ROW,"(-35.278886, 149.130665)"
SEAT3462,SEAT,CITY,EAST ROW,"(-35.278931, 149.130661)"
SEAT3463,SEAT,CITY,EAST ROW,"(-35.279257, 149.130609)"
SEAT3448,SEAT,CITY,LONDON CIRCUIT - LEGISLATIVE ASSEMBLY BUILDING,"(-35.281546, 149.129973)"
SEAT3449,SEAT,CITY,MARCUS CLARKE STREET ROAD VERGE,"(-35.278765, 149.125926)"
SEAT3450,SEAT,CITY,MARCUS CLARKE STREET ROAD VERGE,"(-35.278545, 149.126060)"
SEAT3464,SEAT,CITY,EAST ROW,"(-35.279323, 149.130602)"
SEAT3465,SEAT,CITY,EAST ROW,"(-35.279288, 149.130604)"
SEAT3466,SEAT,CITY,EAST ROW,"(-35.279418, 149.130582)"
SEAT3467,SEAT,CITY,ALINGA STREET - BUS INTERCHANGE,"(-35.278648, 149.130395)"
SEAT3468,SEAT,CITY,ALINGA STREET - BUS INTERCHANGE,"(-35.278611, 149.130402)"
SEAT3469,SEAT,CITY,ALINGA STREET - BUS INTERCHANGE,"(-35.278639, 149.130341)"
SEAT3470,SEAT,CITY,ALINGA STREET - BUS INTERCHANGE,"(-35.278604, 149.130348)"
SEAT3471,SEAT,CITY,ALINGA STREET - BUS INTERCHANGE,"(-35.278597, 149.130290)"
SEAT3472,SEAT,CITY,ALINGA STREET - BUS INTERCHANGE,"(-35.278632, 149.130282)"
SEAT3473,SEAT,CITY,ALINGA STREET - BUS INTERCHANGE,"(-35.278559, 149.129937)"
SEAT3474,SEAT,CITY,ALINGA STREET - BUS INTERCHANGE,"(-35.278595, 149.129925)"
SEAT3475,SEAT,CITY,ALINGA STREET - BUS INTERCHANGE,"(-35.278589, 149.129876)"
SEAT3476,SEAT,CITY,ALINGA STREET - BUS INTERCHANGE,"(-35.278555, 149.129887)"
SEAT3477,SEAT,CITY,ALINGA STREET - BUS INTERCHANGE,"(-35.278582, 149.129813)"
SEAT3478,SEAT,CITY,ALINGA STREET - BUS INTERCHANGE,"(-35.278546, 149.129820)"
SEAT3479,SEAT,CITY,ALINGA STREET - BUS INTERCHANGE,"(-35.278382, 149.130074)"
SEAT3480,SEAT,CITY,ALINGA STREET - BUS INTERCHANGE,"(-35.278406, 149.130068)"
SEAT3481,SEAT,CITY,ALINGA STREET - BUS INTERCHANGE,"(-35.278421, 149.130236)"
SEAT3482,SEAT,CITY,ALINGA STREET - BUS INTERCHANGE,"(-35.278367, 149.129687)"
SEAT3483,SEAT,CITY,ALINGA STREET - BUS INTERCHANGE,"(-35.278339, 149.129693)"
SEAT3484,SEAT,CITY,MORT STREET - BUS INTERCHANGE,"(-35.278362, 149.130730)"
SEAT3485,SEAT,CITY,MORT STREET - BUS INTERCHANGE,"(-35.277807, 149.130478)"
SEAT3486,SEAT,CITY,MORT STREET - BUS INTERCHANGE,"(-35.277915, 149.130463)"
SEAT3487,SEAT,CITY,MORT STREET - BUS INTERCHANGE,"(-35.277916, 149.130492)"
SEAT3488,SEAT,CITY,DECLARE  L_GEOM MDSYS.SDO_GEOMETRY; BEGIN   L_GEOM,"(-35.278203, 149.130456)"
SEAT3489,SEAT,CITY,MORT STREET - BUS INTERCHANGE,"(-35.278083, 149.130460)"
SEAT3490,SEAT,CITY,MORT STREET - BUS INTERCHANGE,"(-35.278080, 149.130427)"
SEAT3491,SEAT,CITY,MORT STREET - BUS INTERCHANGE,"(-35.278149, 149.130508)"
SEAT3492,SEAT,CITY,MORT STREET - BUS INTERCHANGE,"(-35.278147, 149.130464)"
SEAT3493,SEAT,CITY,MORT STREET - BUS INTERCHANGE,"(-35.278170, 149.130768)"
SEAT340,SEAT,CONDER,MACGEORGE PLACE - NEIGHBOURHOOD PARK,"(-35.464379, 149.102967)"
SEAT527,SEAT,CONDER,CONDER SHOPPING CENTRE,"(-35.457369, 149.093053)"
SEAT342,SEAT,CONDER,MACGEORGE PLACE - NEIGHBOURHOOD PARK,"(-35.464402, 149.103198)"
SEAT343,SEAT,CONDER,MACGEORGE PLACE - NEIGHBOURHOOD PARK,"(-35.464436, 149.103212)"
SEAT346,SEAT,CONDER,TEMPLESTOWE AVENUE - NEIGHBOURHOOD PARK,"(-35.463848, 149.108209)"
SEAT331,SEAT,CONDER,CONDER SHOPPING CENTRE,"(-35.457217, 149.092651)"
SEAT332,SEAT,CONDER,CONDER SHOPPING CENTRE,"(-35.457203, 149.092616)"
SEAT333,SEAT,CONDER,CONDER SHOPPING CENTRE,"(-35.457173, 149.092654)"
SEAT334,SEAT,CONDER,CONDER SHOPPING CENTRE,"(-35.457104, 149.092579)"
SEAT335,SEAT,CONDER,DIXSON CIRCUIT - PEDESTRIAN PARKLAND,"(-35.461205, 149.092779)"
SEAT336,SEAT,CONDER,DIXSON CIRCUIT - PEDESTRIAN PARKLAND,"(-35.461157, 149.092783)"
SEAT337,SEAT,CONDER,DIXSON CIRCUIT - PEDESTRIAN PARKLAND,"(-35.461137, 149.092929)"
SEAT338,SEAT,CONDER,DIXSON CIRCUIT - PEDESTRIAN PARKLAND,"(-35.461135, 149.092994)"
SEAT521,SEAT,CONDER,JAMES SMITH CIRCUIT - PEDESTRIAN PARKLAND,"(-35.450392, 149.093896)"
SEAT525,SEAT,CONDER,CONDER SHOPPING CENTRE,"(-35.457300, 149.092731)"
SEAT526,SEAT,CONDER,CONDER SHOPPING CENTRE,"(-35.457323, 149.092762)"
SEAT341,SEAT,CONDER,MACGEORGE PLACE - NEIGHBOURHOOD PARK,"(-35.464414, 149.102961)"
SEAT2225,SEAT,COOK,SKINNER STREET PEDESTRIAN PARKLAND,"(-35.263479, 149.063985)"
SEAT2226,SEAT,COOK,CLISBY CLOSE NEIGHBOURHOOD PARK,"(-35.257664, 149.055848)"
SEAT2227,SEAT,COOK,COOK SHOPPING CENTRE,"(-35.259231, 149.063133)"
SEAT2228,SEAT,COOK,COOK SHOPPING CENTRE,"(-35.258999, 149.063838)"
SEAT3541,SEAT,COOK,COOK SHOPPING CENTRE,"(-35.258648, 149.063121)"
SEAT3859,SEAT,COOK,TEMPLETON STREET NEIGHBOURHOOD PARK,"(-35.259051, 149.061848)"
SEAT3860,SEAT,COOK,TEMPLETON CRESCENT NEIGHBOURHOOD PARK,"(-35.259115, 149.061910)"
SEAT3861,SEAT,COOK,TEMPLETON CRESCENT NEIGHBOURHOOD PARK,"(-35.259157, 149.062041)"
SEAT3862,SEAT,COOK,TEMPLETON CRESCENT NEIGHBOURHOOD PARK,"(-35.259162, 149.062134)"
SEAT3856,SEAT,COOK,TEMPLETON STREET NEIGHBOURHOOD PARK,"(-35.258899, 149.062110)"
SEAT3857,SEAT,COOK,TEMPLETON STREET NEIGHBOURHOOD PARK,"(-35.258362, 149.062257)"
SEAT3858,SEAT,COOK,TEMPLETON STREET NEIGHBOURHOOD PARK,"(-35.259321, 149.061672)"
SEAT2230,SEAT,COOK,LYTTLETON CRESCENT PEDESTRIAN PARKLAND,"(-35.260849, 149.064318)"
SEAT2231,SEAT,COOK,DEXTER STREET NEIGHBOURHOOD PARK,"(-35.258121, 149.071238)"
SEAT2232,SEAT,COOK,DEXTER STREET NEIGHBOURHOOD PARK,"(-35.258121, 149.071192)"
SEAT2233,SEAT,COOK,DUGDALE STREET PEDESTRIAN PARKLAND,"(-35.258982, 149.072046)"
SEAT2234,SEAT,COOK,DUGDALE STREET PEDESTRIAN PARKLAND,"(-35.259009, 149.072045)"
SEAT2236,SEAT,COOK,DEXTER STREET PEDESTRIAN PARKLAND,"(-35.257433, 149.070513)"
SEAT2237,SEAT,COOK,DEXTER STREET PEDESTRIAN PARKLAND,"(-35.255927, 149.071921)"
SEAT2223,SEAT,COOK,MACKELLAR CRESCENT NEIGHBOURHOOD PARK,"(-35.264965, 149.069003)"
SEAT2224,SEAT,COOK,OAKES STREET PEDESTRIAN PARKLAND,"(-35.262145, 149.064470)"
TABL864,TABLE,COOK,TEMPLETON STREET NEIGHBOURHOOD PARK,"(-35.259270, 149.062006)"
TABL863,TABLE,COOK,TEMPLETON STREET NEIGHBOURHOOD PARK,"(-35.259356, 149.062038)"
TABL779,TABLE,COREE (RURAL),,"(-35.325877, 148.947122)"
TABL778,TABLE,COREE (RURAL),,"(-35.327419, 148.938578)"
TABL781,TABLE,COREE (RURAL),,"(-35.325983, 148.946860)"
TABL782,TABLE,COREE (RURAL),,"(-35.326359, 148.945973)"
TABL783,TABLE,COREE (RURAL),,"(-35.325507, 148.948438)"
TABL810,TABLE,COREE (RURAL),,"(-35.242907, 148.951154)"
TABL811,TABLE,COREE (RURAL),,"(-35.245449, 148.951588)"
TABL812,TABLE,COREE (RURAL),,"(-35.245877, 148.951437)"
TABL813,TABLE,COREE (RURAL),,"(-35.242699, 148.951168)"
TABL814,TABLE,COREE (RURAL),,"(-35.242790, 148.951170)"
TABL821,TABLE,COREE (RURAL),,"(-35.326313, 148.945902)"
TABL822,TABLE,COREE (RURAL),,"(-35.326064, 148.946309)"
TABL826,TABLE,COREE (RURAL),,"(-35.326239, 148.945875)"
TABL827,TABLE,COREE (RURAL),,"(-35.325932, 148.947843)"
TABL748,TABLE,COREE (RURAL),,"(-35.243774, 148.950938)"
TABL818,TABLE,COREE (RURAL),,"(-35.326474, 148.939604)"
TABL825,TABLE,COREE (RURAL),,"(-35.325836, 148.947330)"
TABL691,TABLE,COREE (RURAL),,"(-35.289538, 148.875903)"
TABL692,TABLE,COREE (RURAL),,"(-35.289560, 148.876031)"
TABL693,TABLE,COREE (RURAL),,"(-35.289563, 148.875900)"
TABL701,TABLE,COREE (RURAL),,"(-35.290355, 148.876179)"
TABL702,TABLE,COREE (RURAL),,"(-35.289967, 148.875899)"
TABL703,TABLE,COREE (RURAL),,"(-35.289762, 148.876007)"
TABL747,TABLE,COREE (RURAL),,"(-35.289023, 148.875942)"
TABL769,TABLE,COREE (RURAL),,"(-35.289652, 148.876087)"
TABL800,TABLE,COREE (RURAL),,"(-35.289606, 148.876025)"
TABL801,TABLE,COREE (RURAL),,"(-35.289519, 148.875842)"
TABL802,TABLE,COREE (RURAL),,"(-35.289638, 148.875893)"
TABL809,TABLE,COREE (RURAL),,"(-35.289284, 148.875888)"
TABL616,TABLE,COREE (RURAL),,"(-35.245071, 148.951527)"
TABL617,TABLE,COREE (RURAL),,"(-35.245689, 148.951382)"
TABL618,TABLE,COREE (RURAL),,"(-35.244781, 148.950942)"
TABL628,TABLE,COREE (RURAL),,"(-35.246081, 148.951478)"
TABL630,TABLE,COREE (RURAL),,"(-35.246124, 148.951412)"
TABL657,TABLE,COREE (RURAL),,"(-35.245805, 148.951425)"
TABL658,TABLE,COREE (RURAL),,"(-35.245990, 148.951426)"
TABL665,TABLE,COREE (RURAL),,"(-35.326022, 148.947763)"
TABL666,TABLE,COREE (RURAL),,"(-35.326047, 148.947775)"
TABL667,TABLE,COREE (RURAL),,"(-35.326098, 148.947361)"
TABL675,TABLE,COREE (RURAL),,"(-35.328048, 148.938979)"
TABL676,TABLE,COREE (RURAL),,"(-35.328220, 148.938433)"
TABL688,TABLE,COREE (RURAL),,"(-35.327160, 148.938823)"
TABL689,TABLE,COREE (RURAL),,"(-35.326600, 148.938913)"
TABL690,TABLE,COREE (RURAL),,"(-35.326669, 148.939224)"
TABL699,TABLE,COREE (RURAL),,"(-35.324982, 148.948659)"
TABL700,TABLE,COREE (RURAL),,"(-35.325214, 148.948692)"
TABL707,TABLE,COREE (RURAL),,"(-35.245806, 148.951780)"
