ASSET ID,FEATURE TYPE,DIVISION NAME,LOCATION NAME,Location 1
TABL195,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.290487, 149.099384)"
TABL196,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.291811, 149.101185)"
TABL197,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.286899, 149.100726)"
TABL198,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.287323, 149.100758)"
TABL199,TABLE,ACTON,ACTON PARK DISTRICT PARK,"(-35.286212, 149.124313)"
TABL200,TABLE,ACTON,ACTON PARK DISTRICT PARK,"(-35.286167, 149.124592)"
TABL202,TABLE,ACTON,ACTON PARK DISTRICT PARK,"(-35.286167, 149.124660)"
TABL203,TABLE,ACTON,ACTON PARK DISTRICT PARK,"(-35.286167, 149.124692)"
TABL205,TABLE,ACTON,ACTON PARK DISTRICT PARK,"(-35.286194, 149.124745)"
SEAT3811,SEAT,ACTON,ACTON PARK DISTRICT PARK,"(-35.286815, 149.125181)"
SEAT3812,SEAT,ACTON,ACTON PARK DISTRICT PARK,"(-35.286783, 149.125231)"
TABL148,TABLE,ACTON,ACTON PARK DISTRICT PARK,"(-35.290581, 149.126844)"
TABL149,TABLE,ACTON,ACTON PARK DISTRICT PARK,"(-35.290004, 149.126931)"
TABL150,TABLE,ACTON,ACTON PARK DISTRICT PARK,"(-35.289076, 149.126234)"
TABL151,TABLE,ACTON,ACTON PARK DISTRICT PARK,"(-35.288779, 149.126202)"
TABL152,TABLE,ACTON,ACTON PARK DISTRICT PARK,"(-35.288301, 149.126209)"
TABL509,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292333, 149.099696)"
TABL510,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292461, 149.099549)"
TABL511,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292510, 149.099756)"
TABL512,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.291956, 149.099751)"
TABL513,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.291665, 149.100601)"
TABL514,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292234, 149.101006)"
TABL515,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292330, 149.099361)"
TABL516,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292288, 149.099439)"
TABL922,TABLE,ACTON,LADY DENMAN DRIVE PEDESTRIAN PARKLAND,"(-35.297935, 149.072073)"
TABL920,TABLE,ACTON,LADY DENMAN DRIVE PEDESTRIAN PARKLAND,"(-35.297710, 149.072307)"
TABL921,TABLE,ACTON,LADY DENMAN DRIVE PEDESTRIAN PARKLAND,"(-35.297903, 149.072231)"
TABL583,TABLE,ACTON,,"(-35.287141, 149.101334)"
TABL584,TABLE,ACTON,,"(-35.292360, 149.099712)"
TABL585,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292262, 149.100651)"
TABL571,TABLE,ACTON,GARRYOWEN DRIVE,"(-35.287224, 149.101324)"
TABL506,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292242, 149.101339)"
TABL435,TABLE,ACTON,,"(-35.286895, 149.125358)"
TABL436,TABLE,ACTON,ACTON PARK DISTRICT PARK,"(-35.286910, 149.125276)"
TABL437,TABLE,ACTON,ACTON PARK DISTRICT PARK,"(-35.286927, 149.125140)"
TABL438,TABLE,ACTON,ACTON PARK DISTRICT PARK,"(-35.286916, 149.125084)"
TABL468,TABLE,ACTON,BLACK MTN,"(-35.278976, 149.098377)"
TABL469,TABLE,ACTON,BLACK MTN,"(-35.278203, 149.098906)"
SEAT1968,SEAT,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292389, 149.099240)"
SEAT1969,SEAT,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.291944, 149.100935)"
SEAT1970,SEAT,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.291867, 149.101002)"
SEAT1971,SEAT,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.291624, 149.100931)"
SEAT1973,SEAT,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.291564, 149.100168)"
SEAT1974,SEAT,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.291523, 149.100162)"
SEAT1976,SEAT,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.290834, 149.099780)"
SEAT1978,SEAT,ACTON,ACTON PARK DISTRICT PARK,"(-35.287453, 149.126190)"
SEAT4092,SEAT,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292512, 149.100782)"
SEAT4093,SEAT,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292382, 149.101395)"
SEAT4094,SEAT,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292372, 149.101424)"
SEAT4095,SEAT,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292500, 149.101349)"
TABL153,TABLE,ACTON,ACTON PARK DISTRICT PARK,"(-35.287094, 149.125514)"
TABL154,TABLE,ACTON,ACTON PARK DISTRICT PARK,"(-35.287031, 149.125481)"
TABL155,TABLE,ACTON,ACTON PARK DISTRICT PARK,"(-35.286959, 149.125412)"
TABL156,TABLE,ACTON,ACTON PARK DISTRICT PARK,"(-35.286968, 149.125300)"
TABL157,TABLE,ACTON,ACTON PARK DISTRICT PARK,"(-35.286320, 149.124819)"
TABL158,TABLE,ACTON,ACTON PARK DISTRICT PARK,"(-35.286257, 149.124755)"
TABL160,TABLE,ACTON,ACTON PARK DISTRICT PARK,"(-35.286248, 149.124638)"
TABL161,TABLE,ACTON,ACTON PARK DISTRICT PARK,"(-35.286266, 149.124551)"
TABL162,TABLE,ACTON,ACTON PARK DISTRICT PARK,"(-35.286203, 149.124481)"
TABL163,TABLE,ACTON,ACTON PARK DISTRICT PARK,"(-35.286149, 149.124342)"
TABL164,TABLE,ACTON,ACTON PARK DISTRICT PARK,"(-35.286275, 149.124391)"
TABL165,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.286971, 149.101404)"
TABL166,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.287070, 149.101377)"
TABL167,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.287043, 149.101312)"
TABL168,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.287268, 149.101378)"
TABL169,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.287142, 149.101694)"
TABL170,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.291415, 149.100144)"
TABL171,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.291478, 149.099991)"
TABL173,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.291650, 149.099861)"
TABL174,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.291524, 149.099716)"
TABL181,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292343, 149.101148)"
TABL182,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292361, 149.101083)"
TABL183,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292379, 149.101057)"
TABL184,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292433, 149.101031)"
TABL185,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292478, 149.101076)"
TABL186,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292478, 149.101118)"
TABL188,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292226, 149.100764)"
TABL190,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.291803, 149.100204)"
TABL191,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.291667, 149.100131)"
TABL192,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.291577, 149.100046)"
TABL193,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.291496, 149.100203)"
TABL194,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.290893, 149.099903)"
SEAT4091,SEAT,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292509, 149.100707)"
SEAT3312,SEAT,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.291853, 149.098362)"
SEAT3313,SEAT,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.291964, 149.098424)"
SEAT3314,SEAT,ACTON,BLACK MOUNATIN PENINSULA DISTRICT PARK,"(-35.292092, 149.098493)"
SEAT3220,SEAT,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292435, 149.101303)"
SEAT3246,SEAT,ACTON,BLACK MTN,"(-35.279636, 149.098662)"
SEAT3247,SEAT,ACTON,BLACK MTN,"(-35.279644, 149.098616)"
SEAT3248,SEAT,ACTON,BLACK MTN,"(-35.279678, 149.098524)"
SEAT3249,SEAT,ACTON,BLACK MTN,"(-35.279634, 149.098408)"
SEAT3250,SEAT,ACTON,BLACK MTN,"(-35.274500, 149.097605)"
SEAT3251,SEAT,ACTON,BLACK MTN,"(-35.274441, 149.097644)"
SEAT3252,SEAT,ACTON,BLACK MTN,"(-35.274424, 149.097558)"
SEAT3253,SEAT,ACTON,BLACK MTN,"(-35.274484, 149.097530)"
SEAT3254,SEAT,ACTON,BLACK MTN,"(-35.274332, 149.097259)"
SEAT3255,SEAT,ACTON,BLACK MTN,"(-35.274267, 149.097161)"
SEAT3256,SEAT,ACTON,BLACK MTN,"(-35.274070, 149.097077)"
SEAT3257,SEAT,ACTON,BLACK MTN,"(-35.273970, 149.097263)"
SEAT4034,SEAT,ACTON,LADY DENMAN DRIVE PEDESTRIAN PARKLAND,"(-35.297842, 149.072310)"
SEAT4035,SEAT,ACTON,LADY DENMAN DRIVE - PEDESTRIAN PARKLAND,"(-35.297924, 149.072333)"
SEAT4036,SEAT,ACTON,LADY DENMAN DRIVE - PEDESTRIAN PARKLAND,"(-35.297998, 149.072244)"
SEAT3371,SEAT,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292309, 149.099185)"
SEAT3372,SEAT,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.290822, 149.099856)"
SEAT3373,SEAT,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292298, 149.099079)"
SEAT1591,SEAT,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.291581, 149.102113)"
SEAT1576,SEAT,ACTON,ACTON PARK DISTRICT PARK,"(-35.291123, 149.126394)"
SEAT1577,SEAT,ACTON,ACTON PARK DISTRICT PARK,"(-35.290676, 149.126363)"
SEAT1578,SEAT,ACTON,ACTON PARK DISTRICT PARK,"(-35.286914, 149.125200)"
SEAT1581,SEAT,ACTON,ACTON PARK DISTRICT PARK,"(-35.286926, 149.125665)"
SEAT1582,SEAT,ACTON,ACTON PARK DISTRICT PARK,"(-35.286921, 149.125645)"
SEAT1583,SEAT,ACTON,ACTON PARK DISTRICT PARK,"(-35.286917, 149.125621)"
SEAT1584,SEAT,ACTON,ACTON PARK DISTRICT PARK,"(-35.286678, 149.125020)"
SEAT1585,SEAT,ACTON,ACTON PARK DISTRICT PARK,"(-35.286567, 149.124871)"
SEAT1586,SEAT,ACTON,ACTON PARK DISTRICT PARK,"(-35.286423, 149.124604)"
SEAT1587,SEAT,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.287146, 149.101446)"
SEAT1588,SEAT,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.287094, 149.101443)"
SEAT1589,SEAT,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.291665, 149.102090)"
SEAT1590,SEAT,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.291622, 149.102112)"
SEAT1939,SEAT,AINSLIE,CALVERT STREET - NEIGHBOURHOOD PARK,"(-35.254243, 149.156531)"
SEAT2899,SEAT,AINSLIE,WAKEFIELD GARDENS - NEIGHBOURHOOD PARK,"(-35.262286, 149.143625)"
SEAT2898,SEAT,AINSLIE,WAKEFIELD GARDENS - NEIGHBOURHOOD PARK,"(-35.262412, 149.143968)"
SEAT2897,SEAT,AINSLIE,AINSLIE SHOPPING CENTRE,"(-35.262492, 149.145173)"
SEAT2896,SEAT,AINSLIE,EDGAR STREET - PEDESTRIAN PARKLAND,"(-35.262348, 149.145427)"
SEAT2895,SEAT,AINSLIE,EDGAR STREET - PEDESTRIAN PARKLAND,"(-35.262251, 149.145552)"
SEAT2894,SEAT,AINSLIE,EDGAR STREET - PEDESTRIAN PARKLAND,"(-35.262023, 149.145596)"
SEAT2893,SEAT,AINSLIE,AINSLIE SHOPPING CENTRE,"(-35.261799, 149.145528)"
SEAT1888,SEAT,AINSLIE,QUICK STREET - PEDESTRIAN PARKLAND,"(-35.274581, 149.145442)"
SEAT2903,SEAT,AINSLIE,WAKEFIELD GARDENS - NEIGHBOURHOOD PARK,"(-35.261552, 149.143423)"
SEAT1575,SEAT,AINSLIE,ANGAS STREET - ROAD VERGE,"(-35.264022, 149.137494)"
SEAT1574,SEAT,AINSLIE,ANGAS STREET - ROAD VERGE,"(-35.264071, 149.137512)"
SEAT1564,SEAT,AINSLIE,WAKEFIELD GARDENS - NEIGHBOURHOOD PARK,"(-35.261873, 149.144327)"
SEAT3364,SEAT,AINSLIE,CORROBOREE PARK,"(-35.268057, 149.141972)"
SEAT3363,SEAT,AINSLIE,CORROBOREE PARK,"(-35.268586, 149.141854)"
TABL145,TABLE,AINSLIE,CORROBOREE PARK,"(-35.268862, 149.142532)"
TABL517,TABLE,AINSLIE,CORROBOREE PARK,"(-35.268926, 149.142405)"
TABL518,TABLE,AINSLIE,CORROBOREE PARK,"(-35.269069, 149.142454)"
TABL470,TABLE,AINSLIE,MT AINSLIE,"(-35.270075, 149.157941)"
TABL471,TABLE,AINSLIE,MT AINSLIE,"(-35.270142, 149.157945)"
TABL472,TABLE,AINSLIE,MT AINSLIE,"(-35.270197, 149.157962)"
TABL473,TABLE,AINSLIE,MT AINSLIE,"(-35.270240, 149.157994)"
TABL474,TABLE,AINSLIE,MT AINSLIE,"(-35.270275, 149.158044)"
SEAT2902,SEAT,AINSLIE,WAKEFIELD GARDENS - NEIGHBOURHOOD PARK,"(-35.261697, 149.143810)"
SEAT1950,SEAT,AINSLIE,BAKER GARDENS - PEDESTRIAN PARKLAND,"(-35.267970, 149.144330)"
SEAT1958,SEAT,AINSLIE,RUTHERFORD CRESCENT - NEIGHBOURHOOD PARK,"(-35.257668, 149.149405)"
SEAT1959,SEAT,AINSLIE,RUTHERFORD CRESCENT - NEIGHBOURHOOD PARK,"(-35.257723, 149.149319)"
SEAT1960,SEAT,AINSLIE,RUTHERFORD CRESCENT - NEIGHBOURHOOD PARK,"(-35.257880, 149.149474)"
SEAT1962,SEAT,AINSLIE,HODDLE GARDENS - PEDESTRIAN PARKLAND,"(-35.260735, 149.148995)"
SEAT1963,SEAT,AINSLIE,HODDLE GARDENS - PEDESTRIAN PARKLAND,"(-35.260604, 149.148638)"
SEAT1964,SEAT,AINSLIE,HODDLE GARDENS - PEDESTRIAN PARKLAND,"(-35.260793, 149.148268)"
SEAT1965,SEAT,AINSLIE,HODDLE GARDENS - PEDESTRIAN PARKLAND,"(-35.260688, 149.147722)"
SEAT1938,SEAT,AINSLIE,CALVERT STREET - NEIGHBOURHOOD PARK,"(-35.254046, 149.156528)"
SEAT2901,SEAT,AINSLIE,WAKEFIELD GARDENS - NEIGHBOURHOOD PARK,"(-35.261728, 149.143507)"
SEAT1940,SEAT,AINSLIE,CALVERT STREET - NEIGHBOURHOOD PARK,"(-35.254442, 149.157231)"
SEAT3112,SEAT,AINSLIE,WAKEFIELD GARDENS,"(-35.261696, 149.144123)"
SEAT3222,SEAT,AINSLIE,CALVERT ST PARK,"(-35.253586, 149.156280)"
SEAT3357,SEAT,AINSLIE,CORROBOREE PARK,"(-35.268031, 149.141285)"
SEAT3358,SEAT,AINSLIE,CORROBOREE PARK,"(-35.267971, 149.141636)"
SEAT3359,SEAT,AINSLIE,CORROBOREE PARK,"(-35.268906, 149.141686)"
SEAT3360,SEAT,AINSLIE,CORROBOREE PARK,"(-35.268956, 149.141755)"
SEAT3361,SEAT,AINSLIE,CORROBOREE PARK,"(-35.268660, 149.142450)"
SEAT3362,SEAT,AINSLIE,CORROBOREE PARK,"(-35.269332, 149.142125)"
SEAT3807,SEAT,AMAROO,TARRABOOL STREET PEDESTRIAN PARKLAND,"(-35.171208, 149.132878)"
SEAT4020,SEAT,AMAROO,BIZANT STREET NEIGHBOURHOOD PARK,"(-35.173695, 149.135126)"
SEAT4021,SEAT,AMAROO,BIZANT STREET NEIGHBOURHOOD PARK,"(-35.173799, 149.135218)"
SEAT58,SEAT,AMAROO,ROAD VERGE - SHOALHAVEN AVENUE,"(-35.173315, 149.122395)"
TABL903,TABLE,AMAROO,BIZANT STREET NEIGHBOURHOOD PARK,"(-35.173872, 149.135316)"
SEAT59,SEAT,AMAROO,BYWATERS STREET NEIGHBOURHOOD PARK,"(-35.169250, 149.124167)"
SEAT3806,SEAT,AMAROO,TARRABOOL STREET PEDESTRIAN PARKLAND,"(-35.171222, 149.132973)"
SEAT1995,SEAT,ARANDA,ARANDA DISTRICT PLAYING FIELD,"(-35.252088, 149.076860)"
SEAT1997,SEAT,ARANDA,ARANDA DISTRICT PLAYING FIELD,"(-35.251970, 149.077223)"
SEAT1991,SEAT,ARANDA,ARANDA DISTRICT PLAYING FIELD,"(-35.253662, 149.079103)"
SEAT1986,SEAT,ARANDA,GUNDARA STREET NEIGHBOURHOOD PARK,"(-35.259804, 149.077179)"
SEAT1989,SEAT,ARANDA,BANDJALONG CRESCENT PEDESTRIAN PARKLAND,"(-35.257762, 149.081709)"
SEAT1990,SEAT,ARANDA,BANAMBILA STREET PEDESTRIAN PARKLAND,"(-35.254373, 149.080947)"
SEAT1993,SEAT,ARANDA,JAGARA STREET NEIGHBOURHOOD PARK,"(-35.260532, 149.083637)"
SEAT1992,SEAT,ARANDA,JAGARA STREET NEIGHBOURHOOD PARK,"(-35.260509, 149.083419)"
SEAT588,SEAT,BANKS,POCKETT AVENUE - NEIGHBOURHOOD PARK,"(-35.470457, 149.096788)"
SEAT586,SEAT,BANKS,BELLCHAMBERS CRESCENT - NEIGHBOURHOOD PARK,"(-35.475927, 149.095217)"
SEAT589,SEAT,BANKS,POCKETT AVENUE - NEIGHBOURHOOD PARK,"(-35.470570, 149.096524)"
SEAT591,SEAT,BANKS,WILSON CRESCENT - NEIGHBOURHOOD PARK,"(-35.471731, 149.100168)"
SEAT590,SEAT,BANKS,WILSON CRESCENT - NEIGHBOURHOOD PARK,"(-35.471763, 149.100263)"
SEAT587,SEAT,BANKS,POCKETT AVENUE - NEIGHBOURHOOD PARK,"(-35.470688, 149.097379)"
TABL216,TABLE,BARTON,TELOPEA PARK,"(-35.311053, 149.140287)"
SEAT2512,SEAT,BARTON,BOWEN PARK,"(-35.309373, 149.142193)"
SEAT2513,SEAT,BARTON,BOWEN PARK,"(-35.309463, 149.141972)"
SEAT2514,SEAT,BARTON,BOWEN PARK,"(-35.310124, 149.141432)"
SEAT2516,SEAT,BARTON,BOWEN PARK,"(-35.309007, 149.141886)"
SEAT2517,SEAT,BARTON,BOWEN PARK,"(-35.309877, 149.141022)"
SEAT2518,SEAT,BARTON,BOWEN PARK,"(-35.309385, 149.140517)"
SEAT2519,SEAT,BARTON,BOWEN PARK,"(-35.308963, 149.140084)"
SEAT2520,SEAT,BARTON,BOWEN PARK,"(-35.308548, 149.139769)"
SEAT2521,SEAT,BARTON,BOWEN PARK,"(-35.308012, 149.139919)"
SEAT2522,SEAT,BARTON,TELOPEA PARK,"(-35.311491, 149.140687)"
SEAT2525,SEAT,BARTON,TELOPEA PARK,"(-35.312670, 149.139306)"
SEAT2526,SEAT,BARTON,TELOPEA PARK,"(-35.312869, 149.139582)"
SEAT2527,SEAT,BARTON,TELOPEA PARK,"(-35.313042, 149.139484)"
SEAT2528,SEAT,BARTON,TELOPEA PARK,"(-35.313684, 149.139016)"
SEAT2529,SEAT,BARTON,TELOPEA PARK,"(-35.315401, 149.137360)"
SEAT2534,SEAT,BARTON,TELOPEA PARK,"(-35.315628, 149.136395)"
SEAT2535,SEAT,BARTON,TELOPEA PARK,"(-35.315029, 149.136788)"
TABL206,TABLE,BARTON,TELOPEA PARK,"(-35.314850, 149.137892)"
TABL207,TABLE,BARTON,TELOPEA PARK,"(-35.314913, 149.137876)"
TABL215,TABLE,BARTON,TELOPEA PARK,"(-35.315428, 149.136489)"
TABL214,TABLE,BARTON,TELOPEA PARK,"(-35.315536, 149.136434)"
TABL213,TABLE,BARTON,TELOPEA PARK,"(-35.315661, 149.137231)"
TABL212,TABLE,BARTON,TELOPEA PARK,"(-35.315598, 149.137353)"
TABL211,TABLE,BARTON,TELOPEA PARK,"(-35.315553, 149.137281)"
TABL209,TABLE,BARTON,TELOPEA PARK,"(-35.314886, 149.137641)"
TABL208,TABLE,BARTON,TELOPEA PARK,"(-35.314949, 149.137695)"
SEAT2556,SEAT,BARTON,TELOPEA PARK,"(-35.315223, 149.136862)"
SEAT2542,SEAT,BARTON,TELOPEA PARK,"(-35.310959, 149.140364)"
SEAT2541,SEAT,BARTON,TELOPEA PARK,"(-35.311220, 149.140116)"
SEAT2540,SEAT,BARTON,TELOPEA PARK,"(-35.311351, 149.139989)"
SEAT2538,SEAT,BARTON,TELOPEA PARK,"(-35.314026, 149.137999)"
SEAT2537,SEAT,BARTON,TELOPEA PARK,"(-35.314384, 149.138021)"
SEAT2536,SEAT,BARTON,TELOPEA PARK,"(-35.314584, 149.137195)"
SEAT2539,SEAT,BARTON,TELOPEA PARK,"(-35.313675, 149.138075)"
SEAT3721,SEAT,BARTON NORTH,GREVILLEA PARK,"(-35.304802, 149.152264)"
SEAT3724,SEAT,BARTON NORTH,GREVILLEA PARK,"(-35.304585, 149.152422)"
SEAT3719,SEAT,BARTON NORTH,GREVILLEA PARK,"(-35.304661, 149.151794)"
SEAT3720,SEAT,BARTON NORTH,GREVILLEA PARK,"(-35.304793, 149.152218)"
TABL612,TABLE,BARTON NORTH,GREVILLEA PARK,"(-35.304684, 149.152286)"
SEAT3722,SEAT,BARTON NORTH,GREVILLEA PARK,"(-35.304677, 149.152223)"
SEAT3723,SEAT,BARTON NORTH,GREVILLEA PARK,"(-35.304575, 149.152406)"
SEAT3718,SEAT,BARTON NORTH,GREVILLEA PARK,"(-35.304654, 149.151754)"
SEAT3379,SEAT,BARTON SOUTH,TELOPEA PARK,"(-35.311799, 149.140278)"
TABL604,TABLE,BARTON SOUTH,TELOPEA PARK,"(-35.315586, 149.137118)"
SEAT3382,SEAT,BARTON SOUTH,TELOPEA PARK,"(-35.316052, 149.135972)"
SEAT3381,SEAT,BARTON SOUTH,TELOPEA PARK,"(-35.315991, 149.136785)"
SEAT3380,SEAT,BARTON SOUTH,TELOPEA PARK,"(-35.312208, 149.139795)"
TABL914,TABLE,BELCONNEN,TOWNSEND PLACE PEDESTRIAN PARKLAND,"(-35.234195, 149.073254)"
TABL915,TABLE,BELCONNEN,TOWNSEND PLACE PEDESTRIAN PARKLAND,"(-35.234310, 149.073328)"
TABL916,TABLE,BELCONNEN,JOHN KNIGHT MEMORIAL PARK,"(-35.234443, 149.073317)"
TABL917,TABLE,BELCONNEN,JOHN KNIGHT MEMORIAL PARK,"(-35.234613, 149.073301)"
TABL918,TABLE,BELCONNEN,JOHN KNIGHT MEMORIAL PARK,"(-35.234721, 149.073235)"
TABL919,TABLE,BELCONNEN,JOHN KNIGHT MEMORIAL PARK,"(-35.234865, 149.073325)"
TABL908,TABLE,BELCONNEN,LAKE GINNINDERRA WESTERN FORESHORES,"(-35.227222, 149.063120)"
TABL909,TABLE,BELCONNEN,LAKE GINNINDERRA WESTERN FORESHORES,"(-35.227429, 149.063381)"
TABL909,TABLE,BELCONNEN,LAKE GINNINDERRA WESTERN FORESHORES,"(-35.227404, 149.063391)"
TABL910,TABLE,BELCONNEN,LAKE GINNINDERRA WESTERN FORESHORES,"(-35.227258, 149.063168)"
TABL911,TABLE,BELCONNEN,LAKE GINNINDERRA WESTERN FORESHORES,"(-35.227288, 149.063318)"
TABL912,TABLE,BELCONNEN,LAKE GINNINDERRA WESTERN FORESHORES,"(-35.227290, 149.063386)"
TABL913,TABLE,BELCONNEN,TOWNSEND PLACE PEDESTRIAN PARKLAND,"(-35.233837, 149.073331)"
TABL562,TABLE,BELCONNEN,JOHN KNIGHT MEMORIAL PARK,"(-35.237831, 149.074316)"
TABL564,TABLE,BELCONNEN,OATLEY COURT,"(-35.242097, 149.058016)"
TABL565,TABLE,BELCONNEN,OATLEY COURT,"(-35.241838, 149.060027)"
TABL595,TABLE,BELCONNEN,LAKE GINNINDERRA WETERN FORESHORES,"(-35.225410, 149.063128)"
TABL867,TABLE,BELCONNEN,JOHN KNIGHT MEMORIAL PARK,"(-35.237753, 149.074317)"
TABL868,TABLE,BELCONNEN,JOHN KNIGHT MEMORIAL PARK,"(-35.237785, 149.074243)"
TABL1,TABLE,BELCONNEN,DIDDAMS CLOSE PEDESTRIAN PARKLAND,"(-35.229218, 149.073990)"
TABL2,TABLE,BELCONNEN,DIDDAMS CLOSE PEDESTRIAN PARKLAND,"(-35.229127, 149.074142)"
TABL3,TABLE,BELCONNEN,DIDDAMS CLOSE PEDESTRIAN PARKLAND,"(-35.229028, 149.074059)"
TABL4,TABLE,BELCONNEN,GINNINDERRA PENINSULA DISTRICT PARK,"(-35.229496, 149.075021)"
TABL5,TABLE,BELCONNEN,GINNINDERRA PENINSULA DISTRICT PARK,"(-35.229541, 149.075169)"
TABL6,TABLE,BELCONNEN,GINNINDERRA PENINSULA DISTRICT PARK,"(-35.229667, 149.075647)"
TABL7,TABLE,BELCONNEN,GINNINDERRA PENINSULA DISTRICT PARK,"(-35.229631, 149.075795)"
TABL8,TABLE,BELCONNEN,JOYNTON SMITH DRIVE PEDESTRIAN PARKLAND,"(-35.228259, 149.063338)"
TABL9,TABLE,BELCONNEN,JOYNTON SMITH DRIVE PEDESTRIAN PARKLAND,"(-35.227956, 149.062672)"
TABL10,TABLE,BELCONNEN,LAKE GINNINDERRA WESTERN FORESHORES,"(-35.227853, 149.063704)"
TABL11,TABLE,BELCONNEN,LAKE GINNINDERRA WESTERN FORESHORES,"(-35.227610, 149.063473)"
TABL20,TABLE,BELCONNEN,LAKE GINNINDERRA WESTERN FORESHORES,"(-35.227249, 149.062812)"
TABL21,TABLE,BELCONNEN,LAKE GINNINDERRA WESTERN FORESHORES,"(-35.226537, 149.063998)"
TABL22,TABLE,BELCONNEN,LAKE GINNINDERRA WESTERN FORESHORES,"(-35.226050, 149.063229)"
