ASSET_ID,DIVISION_NAME,SURFACE_TYPE,AREA,PERIMETER,Location
PLAR450,HOLDER,TANBARK SURFACE,191,61,"(-35.333885, 149.046562)"
PLAR449,HOLDER,TANBARK SURFACE,173,57,"(-35.336903, 149.048904)"
PLGR360,HOLDER,,2583,183,"(-35.334549, 149.041435)"
PLGR121,HOLT,,2484,177,"(-35.223373, 149.002670)"
PLGR122,HOLT,,1366,137,"(-35.228973, 149.013191)"
PLGR123,HOLT,,1408,134,"(-35.225605, 149.009529)"
PLGR126,HOLT,,3106,232,"(-35.222324, 149.019196)"
PLAR700,HOLT,MULCH,124,46,"(-35.222198, 149.012650)"
PLAR699,HOLT,MULCH,51,33,"(-35.222275, 149.012550)"
PLAR614,HOLT,TANBARK SURFACE,182,54,"(-35.221073, 149.009720)"
PLAR638,HOLT,RUBBER SURFACE,95,38,"(-35.222324, 149.019043)"
PLAR146,HOLT,RUBBER SURFACE,294,69,"(-35.222286, 149.019295)"
PLAR140,HOLT,TANBARK SURFACE,252,59,"(-35.225605, 149.009529)"
PLAR139,HOLT,TANBARK SURFACE,170,62,"(-35.228973, 149.013199)"
PLAR138,HOLT,TANBARK SURFACE,197,52,"(-35.223373, 149.002670)"
PLGR499,HOLT,,2507,179,"(-35.221073, 149.009720)"
PLGR584,HOLT,,1157,126,"(-35.222218, 149.012611)"
PLGR343,HUGHES,,2092,164,"(-35.335781, 149.096603)"
PLGR344,HUGHES,,2625,184,"(-35.331768, 149.099487)"
PLAR431,HUGHES,TANBARK SURFACE,250,62,"(-35.335365, 149.090744)"
PLAR432,HUGHES,TANBARK SURFACE,66,39,"(-35.335775, 149.096603)"
PLAR433,HUGHES,TANBARK SURFACE,196,59,"(-35.331762, 149.099487)"
PLGR342,HUGHES,,2747,188,"(-35.335369, 149.090744)"
PLAR619,ISAACS,TANBARK SURFACE,97,36,"(-35.372494, 149.112373)"
PLGR347,ISAACS,,2143,164,"(-35.376881, 149.116371)"
PLGR345,ISAACS,,4232,253,"(-35.368313, 149.111153)"
PLAR620,ISAACS,TANBARK SURFACE,53,26,"(-35.372643, 149.112366)"
PLGR503,ISAACS,,2796,191,"(-35.372562, 149.112366)"
PLAR434,ISAACS,TANBARK SURFACE,164,52,"(-35.368401, 149.111320)"
PLAR435,ISAACS,TANBARK SURFACE,150,47,"(-35.368229, 149.111000)"
PLAR437,ISAACS,TANBARK SURFACE,117,38,"(-35.376881, 149.116371)"
PLGR280,ISABELLA PLAINS,,3238,203,"(-35.424648, 149.099335)"
PLGR282,ISABELLA PLAINS,,2264,170,"(-35.430634, 149.097382)"
PLGR281,ISABELLA PLAINS,,2348,173,"(-35.433681, 149.092293)"
PLAR346,ISABELLA PLAINS,TANBARK SURFACE,129,44,"(-35.430634, 149.097382)"
PLAR345,ISABELLA PLAINS,TANBARK SURFACE,148,47,"(-35.433681, 149.092293)"
PLAR344,ISABELLA PLAINS,TANBARK SURFACE,436,78,"(-35.424648, 149.099327)"
PLAR119,KALEEN,TANBARK SURFACE,163,52,"(-35.221355, 149.104385)"
PLGR487,KALEEN,,2403,176,"(-35.234211, 149.103432)"
PLAR121,KALEEN,TANBARK SURFACE,139,48,"(-35.216000, 149.112389)"
PLAR122,KALEEN,TANBARK SURFACE,160,55,"(-35.224094, 149.111816)"
PLAR123,KALEEN,TANBARK SURFACE,87,33,"(-35.222488, 149.114998)"
PLAR124,KALEEN,TANBARK SURFACE,171,47,"(-35.230995, 149.112732)"
PLAR125,KALEEN,TANBARK SURFACE,318,79,"(-35.228798, 149.115990)"
PLAR126,KALEEN,TANBARK SURFACE,241,70,"(-35.235188, 149.096611)"
PLAR128,KALEEN,TANBARK SURFACE,222,62,"(-35.231857, 149.102180)"
PLAR129,KALEEN,TANBARK SURFACE,130,41,"(-35.233864, 149.107368)"
PLAR600,KALEEN,RUBBER SURFACE,139,50,"(-35.234211, 149.103447)"
PLAR601,KALEEN,TANBARK SURFACE,212,61,"(-35.229065, 149.108322)"
PLGR109,KALEEN,,2360,172,"(-35.230995, 149.112732)"
PLGR110,KALEEN,,3075,200,"(-35.228798, 149.115990)"
PLGR111,KALEEN,,1541,145,"(-35.235188, 149.096611)"
PLGR113,KALEEN,,2604,183,"(-35.231857, 149.102180)"
PLGR114,KALEEN,,2197,166,"(-35.233864, 149.107361)"
PLGR104,KALEEN,,2442,176,"(-35.221355, 149.104393)"
PLGR105,KALEEN,,2383,173,"(-35.215454, 149.107849)"
PLGR106,KALEEN,,912,108,"(-35.216000, 149.112381)"
PLGR107,KALEEN,,985,113,"(-35.224094, 149.111816)"
PLGR108,KALEEN,,825,103,"(-35.222485, 149.114998)"
PLGR488,KALEEN,,2680,186,"(-35.229069, 149.108330)"
PLAR120,KALEEN,TANBARK SURFACE,177,47,"(-35.215454, 149.107841)"
PLAR347,KAMBAH,TANBARK SURFACE,194,57,"(-35.382694, 149.072220)"
PLAR351,KAMBAH,TANBARK SURFACE,230,58,"(-35.378639, 149.066216)"
PLAR352,KAMBAH,TANBARK SURFACE,236,75,"(-35.382717, 149.062294)"
PLAR353,KAMBAH,TANBARK SURFACE,114,44,"(-35.376503, 149.062698)"
PLAR354,KAMBAH,TANBARK SURFACE,76,32,"(-35.376902, 149.059357)"
PLAR355,KAMBAH,TANBARK SURFACE,196,61,"(-35.387598, 149.087357)"
PLAR356,KAMBAH,TANBARK SURFACE,91,37,"(-35.396187, 149.058510)"
PLAR357,KAMBAH,TANBARK SURFACE,177,53,"(-35.396376, 149.058136)"
PLAR358,KAMBAH,TANBARK SURFACE,116,48,"(-35.386599, 149.089798)"
PLAR359,KAMBAH,TANBARK SURFACE,202,56,"(-35.391342, 149.051743)"
PLAR360,KAMBAH,TANBARK SURFACE,193,58,"(-35.392399, 149.072693)"
PLAR361,KAMBAH,TANBARK SURFACE,338,122,"(-35.392876, 149.055573)"
PLAR362,KAMBAH,TANBARK SURFACE,184,50,"(-35.389641, 149.073311)"
PLAR363,KAMBAH,TANBARK SURFACE,25,18,"(-35.389606, 149.073151)"
PLAR364,KAMBAH,TANBARK SURFACE,28,19,"(-35.389988, 149.073151)"
PLAR365,KAMBAH,TANBARK SURFACE,71,34,"(-35.390814, 149.055481)"
PLAR367,KAMBAH,TANBARK SURFACE,516,98,"(-35.385164, 149.067520)"
PLAR368,KAMBAH,TANBARK SURFACE,123,48,"(-35.385674, 149.087502)"
PLAR369,KAMBAH,NONE,27,20,"(-35.389122, 149.051926)"
PLAR370,KAMBAH,TANBARK SURFACE,250,79,"(-35.389252, 149.051918)"
PLAR371,KAMBAH,TANBARK SURFACE,55,29,"(-35.389795, 149.049591)"
PLAR372,KAMBAH,TANBARK SURFACE,233,65,"(-35.398418, 149.065392)"
PLAR373,KAMBAH,TANBARK SURFACE,163,50,"(-35.395580, 149.047729)"
PLAR374,KAMBAH,TANBARK SURFACE,232,61,"(-35.398668, 149.061905)"
PLAR375,KAMBAH,TANBARK SURFACE,305,80,"(-35.391827, 149.063141)"
PLAR376,KAMBAH,TANBARK SURFACE,434,89,"(-35.391960, 149.063484)"
PLAR377,KAMBAH,TANBARK SURFACE,103,55,"(-35.392210, 149.063171)"
PLAR381,KAMBAH,TANBARK SURFACE,501,86,"(-35.392403, 149.063454)"
PLAR382,KAMBAH,NONE,22,21,"(-35.392441, 149.062119)"
PLAR383,KAMBAH,NONE,28,23,"(-35.392448, 149.062263)"
PLAR387,KAMBAH,RUBBER SURFACE,78,37,"(-35.380089, 149.058113)"
PLAR388,KAMBAH,TANBARK SURFACE,115,41,"(-35.384048, 149.079758)"
PLAR389,KAMBAH,TANBARK SURFACE,187,52,"(-35.387470, 149.077187)"
PLAR391,KAMBAH,TANBARK SURFACE,95,35,"(-35.389599, 149.078178)"
PLAR392,KAMBAH,TANBARK SURFACE,220,57,"(-35.388100, 149.082481)"
PLAR393,KAMBAH,ASPHALT SURFACE,25,20,"(-35.372267, 149.062241)"
PLAR394,KAMBAH,TANBARK SURFACE,211,54,"(-35.372383, 149.062187)"
PLAR395,KAMBAH,MULCH,134,55,"(-35.375910, 149.043091)"
PLAR397,KAMBAH,TANBARK SURFACE,203,61,"(-35.377686, 149.053192)"
PLAR398,KAMBAH,NONE,16,16,"(-35.377747, 149.053230)"
PLAR399,KAMBAH,TANBARK SURFACE,190,54,"(-35.379093, 149.049477)"
PLAR400,KAMBAH,TANBARK SURFACE,261,69,"(-35.380817, 149.046692)"
PLAR402,KAMBAH,TANBARK SURFACE,111,42,"(-35.383411, 149.050079)"
PLAR403,KAMBAH,TANBARK SURFACE,191,56,"(-35.388237, 149.055870)"
PLAR410,KAMBAH,TANBARK SURFACE,59,28,"(-35.392818, 149.044418)"
PLAR411,KAMBAH,TANBARK SURFACE,73,31,"(-35.392841, 149.044296)"
PLAR701,KAMBAH,RUBBER SURFACE,46,26,"(-35.391689, 149.063019)"
PLAR689,KAMBAH,MULCH,75,31,"(-35.385685, 149.071037)"
PLAR690,KAMBAH,MULCH,62,34,"(-35.385597, 149.071167)"
PLAR691,KAMBAH,MULCH,43,28,"(-35.385672, 149.071259)"
PLAR694,KAMBAH,CONCRETE SURFACE,95,42,"(-35.383499, 149.052605)"
PLAR695,KAMBAH,MULCH,49,29,"(-35.383423, 149.052307)"
PLAR696,KAMBAH,MULCH,204,59,"(-35.383266, 149.052055)"
PLAR692,KAMBAH,MULCH,113,38,"(-35.385635, 149.071434)"
PLAR693,KAMBAH,MULCH,60,28,"(-35.385468, 149.071335)"
PLAR778,KAMBAH,TANBARK SURFACE,89,34,"(-35.382313, 149.069778)"
PLAR779,KAMBAH,TANBARK SURFACE,62,31,"(-35.382360, 149.069977)"
PLAR784,KAMBAH,TANBARK SURFACE,81,32,"(-35.377012, 149.059311)"
PLAR718,KAMBAH,CONCRETE SURFACE,12,13,"(-35.392584, 149.063675)"
PLAR712,KAMBAH,RUBBER SURFACE,144,50,"(-35.392883, 149.063156)"
PLAR713,KAMBAH,CONCRETE SURFACE,59,31,"(-35.392626, 149.063171)"
PLAR714,KAMBAH,TANBARK SURFACE,194,82,"(-35.392712, 149.063438)"
PLAR715,KAMBAH,TANBARK SURFACE,97,42,"(-35.392262, 149.063751)"
PLAR716,KAMBAH,TANBARK SURFACE,268,128,"(-35.392544, 149.064026)"
PLGR285,KAMBAH,,2636,183,"(-35.378639, 149.066216)"
PLGR286,KAMBAH,,2963,199,"(-35.382717, 149.062286)"
PLGR283,KAMBAH,,2571,181,"(-35.382698, 149.072220)"
PLGR284,KAMBAH,,2902,198,"(-35.382359, 149.069862)"
PLGR300,KAMBAH,,3264,205,"(-35.389217, 149.051933)"
PLGR301,KAMBAH,,1895,155,"(-35.389797, 149.049591)"
PLGR302,KAMBAH,,2743,188,"(-35.398418, 149.065392)"
PLGR287,KAMBAH,,2209,167,"(-35.376503, 149.062698)"
PLGR288,KAMBAH,,2245,168,"(-35.376904, 149.059334)"
PLGR289,KAMBAH,,2650,185,"(-35.387600, 149.087357)"
PLGR290,KAMBAH,,4253,260,"(-35.396301, 149.058304)"
PLGR291,KAMBAH,,2308,172,"(-35.386589, 149.089790)"
PLGR292,KAMBAH,,2585,182,"(-35.391342, 149.051743)"
PLGR293,KAMBAH,,2603,183,"(-35.392380, 149.072693)"
PLGR294,KAMBAH,,3838,233,"(-35.392996, 149.055573)"
PLGR295,KAMBAH,,4357,273,"(-35.389790, 149.073257)"
PLGR296,KAMBAH,,2005,160,"(-35.390816, 149.055473)"
PLGR298,KAMBAH,,3720,223,"(-35.385139, 149.067520)"
PLGR299,KAMBAH,,2305,172,"(-35.385674, 149.087509)"
PLGR318,KAMBAH,,2557,181,"(-35.388237, 149.055870)"
PLGR325,KAMBAH,,2468,178,"(-35.392834, 149.044357)"
PLGR303,KAMBAH,,2415,175,"(-35.395580, 149.047729)"
PLGR304,KAMBAH,,2704,186,"(-35.398670, 149.061905)"
PLGR305,KAMBAH,,24852,825,"(-35.392334, 149.062935)"
PLGR306,KAMBAH,,2078,163,"(-35.380089, 149.058113)"
PLGR307,KAMBAH,,2190,167,"(-35.384048, 149.079765)"
PLGR308,KAMBAH,,3396,218,"(-35.387405, 149.077225)"
PLGR309,KAMBAH,,2058,161,"(-35.389599, 149.078178)"
PLGR310,KAMBAH,,2611,182,"(-35.388100, 149.082474)"
PLGR311,KAMBAH,,2894,194,"(-35.372341, 149.062195)"
PLGR312,KAMBAH,,1348,130,"(-35.375900, 149.043137)"
PLGR313,KAMBAH,,2716,187,"(-35.377686, 149.053169)"
PLGR314,KAMBAH,,2515,179,"(-35.379093, 149.049484)"
PLGR315,KAMBAH,,2836,191,"(-35.380821, 149.046700)"
PLGR317,KAMBAH,,2205,167,"(-35.383411, 149.050072)"
PLGR581,KAMBAH,,809,102,"(-35.383499, 149.052605)"
PLGR582,KAMBAH,,1679,166,"(-35.383327, 149.052147)"
PLGR580,KAMBAH,,2472,197,"(-35.385586, 149.071259)"
PLGR500,KINGSTON,,3476,214,"(-35.316746, 149.152794)"
PLAR615,KINGSTON,TANBARK SURFACE,210,63,"(-35.316795, 149.152748)"
PLAR616,KINGSTON,CONCRETE SURFACE,93,38,"(-35.316669, 149.152885)"
PLAR672,KOWEN,TANBARK SURFACE,184,55,"(-35.322430, 149.246330)"
PLAR671,KOWEN,TANBARK SURFACE,250,64,"(-35.327873, 149.248688)"
PLGR541,KOWEN,,1044,117,"(-35.322430, 149.246323)"
PLGR540,KOWEN,,1205,127,"(-35.327877, 149.248695)"
PLAR612,LATHAM,TANBARK SURFACE,83,36,"(-35.211605, 149.030411)"
PLAR611,LATHAM,TANBARK SURFACE,129,44,"(-35.217575, 149.033829)"
PLGR102,LATHAM,,2498,179,"(-35.221943, 149.030830)"
PLGR100,LATHAM,,2424,175,"(-35.217129, 149.026421)"
PLGR98,LATHAM,,3291,207,"(-35.214294, 149.025665)"
PLAR118,LATHAM,TANBARK SURFACE,218,53,"(-35.221996, 149.035789)"
PLAR117,LATHAM,TANBARK SURFACE,181,54,"(-35.221943, 149.030815)"
PLGR497,LATHAM,,2257,169,"(-35.217575, 149.033836)"
PLAR613,LATHAM,TANBARK SURFACE,47,26,"(-35.211533, 149.030624)"
PLAR112,LATHAM,TANBARK SURFACE,336,87,"(-35.214302, 149.025665)"
PLAR115,LATHAM,TANBARK SURFACE,173,50,"(-35.217129, 149.026413)"
PLGR103,LATHAM,,1370,132,"(-35.221992, 149.035797)"
PLGR498,LATHAM,,2959,201,"(-35.211571, 149.030510)"
PLAR34,LYNEHAM,TANBARK SURFACE,178,56,"(-35.254082, 149.131393)"
PLAR33,LYNEHAM,TANBARK SURFACE,144,54,"(-35.247787, 149.121048)"
PLAR32,LYNEHAM,TANBARK SURFACE,136,44,"(-35.240788, 149.119102)"
PLAR31,LYNEHAM,TANBARK SURFACE,334,74,"(-35.240883, 149.124023)"
PLAR30,LYNEHAM,TANBARK SURFACE,159,46,"(-35.237114, 149.122803)"
PLAR742,LYNEHAM,ASPHALT SURFACE,299,70,"(-35.247335, 149.120941)"
PLGR19,LYNEHAM,,2330,171,"(-35.237114, 149.122803)"
PLGR22,LYNEHAM,,2423,176,"(-35.247795, 149.121048)"
PLGR603,LYNEHAM,,2958,196,"(-35.247337, 149.120941)"
PLGR21,LYNEHAM,,2261,169,"(-35.240788, 149.119102)"
PLGR23,LYNEHAM,,2556,182,"(-35.254082, 149.131386)"
PLGR20,LYNEHAM,,3056,199,"(-35.240898, 149.123978)"
PLAR636,LYNEHAM,TANBARK SURFACE,46,29,"(-35.240749, 149.124115)"
PLAR472,LYONS,TANBARK SURFACE,60,29,"(-35.346378, 149.071655)"
PLGR376,LYONS,,3265,206,"(-35.336605, 149.073975)"
PLGR375,LYONS,,2267,170,"(-35.341091, 149.079468)"
PLGR374,LYONS,,2082,163,"(-35.345009, 149.075081)"
PLGR377,LYONS,,1890,154,"(-35.346378, 149.071648)"
PLAR469,LYONS,TANBARK SURFACE,119,45,"(-35.341091, 149.079475)"
PLAR468,LYONS,TANBARK SURFACE,82,37,"(-35.345009, 149.075089)"
PLAR471,LYONS,ASPHALT SURFACE,29,22,"(-35.336683, 149.073853)"
PLAR470,LYONS,TANBARK SURFACE,267,66,"(-35.336601, 149.074005)"
PLAR412,MACARTHUR,TANBARK SURFACE,98,40,"(-35.404652, 149.129089)"
PLAR413,MACARTHUR,RUBBER SURFACE,236,63,"(-35.408287, 149.128487)"
PLGR579,MACARTHUR,,1690,153,"(-35.408123, 149.129013)"
PLAR686,MACARTHUR,CONCRETE SURFACE,289,68,"(-35.408073, 149.129005)"
PLGR327,MACARTHUR,,2252,177,"(-35.408230, 149.128372)"
PLAR685,MACARTHUR,MULCH,380,85,"(-35.408207, 149.128304)"
PLGR326,MACARTHUR,,2150,165,"(-35.404652, 149.129097)"
PLAR794,MACGREGOR,TANBARK SURFACE,180,49,"(-35.205002, 149.002495)"
PLGR614,MACGREGOR,,925,111,"(-35.213093, 149.002441)"
PLGR447,MACGREGOR,,2221,168,"(-35.212933, 149.014511)"
PLGR618,MACGREGOR,,1200,127,"(-35.208574, 149.001862)"
PLGR532,MACGREGOR,,1054,119,"(-35.214470, 149.004868)"
PLGR76,MACGREGOR,,2318,173,"(-35.205582, 149.018066)"
PLGR77,MACGREGOR,,2069,161,"(-35.216648, 149.009026)"
PLGR78,MACGREGOR,,2047,161,"(-35.211044, 149.012665)"
PLGR79,MACGREGOR,,2455,176,"(-35.208191, 149.014404)"
PLGR80,MACGREGOR,,2652,185,"(-35.210030, 149.022125)"
PLAR659,MACGREGOR,TANBARK SURFACE,176,57,"(-35.214474, 149.004868)"
PLGR628,MACGREGOR,,974,111,"(-35.205002, 149.002487)"
PLAR557,MACGREGOR,GRAVEL SURFACE,115,42,"(-35.212933, 149.014526)"
PLAR755,MACGREGOR,TANBARK SURFACE,132,48,"(-35.213093, 149.002441)"
PLAR760,MACGREGOR,CONCRETE SURFACE,150,44,"(-35.208530, 149.001877)"
PLAR761,MACGREGOR,TANBARK SURFACE,79,32,"(-35.208637, 149.001839)"
PLAR87,MACGREGOR,TANBARK SURFACE,109,48,"(-35.205570, 149.018066)"
PLAR88,MACGREGOR,TANBARK SURFACE,100,36,"(-35.216648, 149.009033)"
PLAR89,MACGREGOR,TANBARK SURFACE,86,36,"(-35.211044, 149.012665)"
PLAR90,MACGREGOR,TANBARK SURFACE,195,50,"(-35.208191, 149.014397)"
PLAR91,MACGREGOR,TANBARK SURFACE,212,59,"(-35.210030, 149.022125)"
PLAR550,MACQUARIE,TANBARK SURFACE,73,31,"(-35.252487, 149.065956)"
PLGR46,MACQUARIE,,2149,166,"(-35.247906, 149.059471)"
PLGR45,MACQUARIE,,2063,161,"(-35.247089, 149.061302)"
PLGR47,MACQUARIE,,2048,160,"(-35.251774, 149.057228)"
PLGR440,MACQUARIE,,1952,157,"(-35.252487, 149.065956)"
PLGR44,MACQUARIE,,2350,173,"(-35.252800, 149.064293)"
PLGR42,MACQUARIE,,2647,183,"(-35.253811, 149.068207)"
PLAR52,MACQUARIE,TANBARK SURFACE,235,58,"(-35.253811, 149.068207)"
PLAR728,MACQUARIE,TANBARK SURFACE,247,78,"(-35.253361, 149.071533)"
PLAR57,MACQUARIE,TANBARK SURFACE,95,35,"(-35.251774, 149.057236)"
PLAR56,MACQUARIE,TANBARK SURFACE,94,40,"(-35.247906, 149.059479)"
PLAR55,MACQUARIE,TANBARK SURFACE,99,35,"(-35.247089, 149.061302)"
PLAR54,MACQUARIE,TANBARK SURFACE,140,50,"(-35.252800, 149.064285)"
PLGR43,MACQUARIE,,2511,179,"(-35.253365, 149.071434)"
PLGR407,MAWSON,,1880,154,"(-35.361031, 149.095482)"
PLAR507,MAWSON,TANBARK SURFACE,45,24,"(-35.356575, 149.094795)"
PLAR506,MAWSON,TANBARK SURFACE,63,28,"(-35.361031, 149.095482)"
PLGR406,MAWSON,,2328,172,"(-35.358440, 149.095604)"
PLAR504,MAWSON,TANBARK SURFACE,158,60,"(-35.370434, 149.098892)"
PLGR408,MAWSON,,1776,149,"(-35.356575, 149.094803)"
PLGR405,MAWSON,,2602,185,"(-35.370434, 149.098892)"
PLAR505,MAWSON,TANBARK SURFACE,127,49,"(-35.358440, 149.095627)"
PLAR66,MCKELLAR,TANBARK SURFACE,105,39,"(-35.221357, 149.073593)"
PLAR724,MCKELLAR,TANBARK SURFACE,224,55,"(-35.215366, 149.075943)"
PLAR65,MCKELLAR,TANBARK SURFACE,208,57,"(-35.217863, 149.071945)"
PLGR56,MCKELLAR,,2145,165,"(-35.221355, 149.073593)"
PLGR55,MCKELLAR,,2606,183,"(-35.217854, 149.071953)"
PLGR54,MCKELLAR,,2702,186,"(-35.215359, 149.075966)"
PLGR144,MELBA,,2434,175,"(-35.208172, 149.051453)"
PLGR145,MELBA,,2209,168,"(-35.205658, 149.053368)"
PLGR142,MELBA,,2489,178,"(-35.211533, 149.053429)"
PLGR143,MELBA,,2346,172,"(-35.217651, 149.047714)"
PLGR146,MELBA,,2796,189,"(-35.204700, 149.057930)"
PLAR167,MELBA,TANBARK SURFACE,268,64,"(-35.204697, 149.057938)"
PLAR166,MELBA,TANBARK SURFACE,103,43,"(-35.205658, 149.053375)"
PLAR165,MELBA,TANBARK SURFACE,191,49,"(-35.208172, 149.051460)"
PLAR164,MELBA,TANBARK SURFACE,168,46,"(-35.217651, 149.047714)"
PLAR163,MELBA,TANBARK SURFACE,195,52,"(-35.211533, 149.053421)"
PLGR254,MONASH,,2788,189,"(-35.409431, 149.096535)"
PLAR302,MONASH,TANBARK SURFACE,207,59,"(-35.418175, 149.089600)"
PLAR301,MONASH,TANBARK SURFACE,180,51,"(-35.415699, 149.082268)"
PLAR297,MONASH,TANBARK SURFACE,116,39,"(-35.419273, 149.097160)"
PLAR299,MONASH,TANBARK SURFACE,258,66,"(-35.418560, 149.083069)"
PLAR300,MONASH,TANBARK SURFACE,269,59,"(-35.419750, 149.077950)"
PLAR307,MONASH,TANBARK SURFACE,255,64,"(-35.409431, 149.096542)"
PLGR252,MONASH,,3771,229,"(-35.413868, 149.092117)"
PLGR251,MONASH,,2627,184,"(-35.418175, 149.089592)"
PLGR250,MONASH,,2463,177,"(-35.415699, 149.082268)"
PLGR249,MONASH,,2699,184,"(-35.419750, 149.077942)"
PLGR248,MONASH,,2791,189,"(-35.418560, 149.083054)"
PLGR247,MONASH,,2954,196,"(-35.419209, 149.097168)"
PLAR304,MONASH,TANBARK SURFACE,167,53,"(-35.413824, 149.092056)"
PLGR191,NARRABUNDAH,,3701,226,"(-35.329330, 149.153175)"
PLGR190,NARRABUNDAH,,2496,178,"(-35.338634, 149.141556)"
PLGR192,NARRABUNDAH,,2811,190,"(-35.331913, 149.157837)"
PLAR226,NARRABUNDAH,TANBARK SURFACE,155,51,"(-35.335419, 149.139977)"
PLAR222,NARRABUNDAH,TANBARK SURFACE,251,67,"(-35.331913, 149.157822)"
PLGR196,NARRABUNDAH,,2427,176,"(-35.335434, 149.139961)"
PLAR219,NARRABUNDAH,TANBARK SURFACE,200,52,"(-35.338619, 149.141571)"
PLAR218,NARRABUNDAH,TANBARK SURFACE,97,40,"(-35.337742, 149.137764)"
PLAR217,NARRABUNDAH,TANBARK SURFACE,80,37,"(-35.337673, 149.137924)"
PLGR189,NARRABUNDAH,,2974,199,"(-35.337711, 149.137817)"
PLGR605,NARRABUNDAH,,3617,219,"(-35.330299, 149.151901)"
PLAR220,NARRABUNDAH,TANBARK SURFACE,268,73,"(-35.329327, 149.153198)"
PLAR565,NGUNNAWAL,TANBARK SURFACE,193,57,"(-35.173172, 149.106941)"
PLAR566,NGUNNAWAL,TANBARK SURFACE,87,37,"(-35.173244, 149.107147)"
PLAR567,NGUNNAWAL,TANBARK SURFACE,93,37,"(-35.181305, 149.111160)"
PLAR573,NGUNNAWAL,TANBARK SURFACE,168,53,"(-35.165033, 149.102219)"
PLAR574,NGUNNAWAL,TANBARK SURFACE,223,57,"(-35.162251, 149.108612)"
PLAR591,NGUNNAWAL,RUBBER SURFACE,352,67,"(-35.174671, 149.119804)"
PLAR581,NGUNNAWAL,TANBARK SURFACE,110,38,"(-35.173267, 149.114174)"
PLAR582,NGUNNAWAL,TANBARK SURFACE,128,42,"(-35.180202, 149.119598)"
PLAR564,NGUNNAWAL,TANBARK SURFACE,100,37,"(-35.172810, 149.111122)"
PLAR558,NGUNNAWAL,TANBARK SURFACE,138,44,"(-35.176140, 149.109932)"
PLGR464,NGUNNAWAL,,2620,183,"(-35.162254, 149.108620)"
PLGR463,NGUNNAWAL,,2482,179,"(-35.165031, 149.102219)"
PLGR457,NGUNNAWAL,,2093,163,"(-35.181305, 149.111153)"
PLGR455,NGUNNAWAL,,3317,212,"(-35.173206, 149.107018)"
PLGR454,NGUNNAWAL,,2093,162,"(-35.172810, 149.111122)"
PLGR448,NGUNNAWAL,,2276,170,"(-35.176140, 149.109924)"
PLGR470,NGUNNAWAL,,2122,163,"(-35.173267, 149.114182)"
PLGR480,NGUNNAWAL,,2949,193,"(-35.174671, 149.119804)"
PLGR472,NGUNNAWAL,,2511,179,"(-35.171890, 149.102165)"
PLAR583,NGUNNAWAL,TANBARK SURFACE,189,53,"(-35.171890, 149.102165)"
PLGR471,NGUNNAWAL,,2220,167,"(-35.180202, 149.119598)"
PLGR615,NICHOLLS,,1491,150,"(-35.182125, 149.098167)"
PLGR466,NICHOLLS,,2956,195,"(-35.192265, 149.110085)"
PLGR476,NICHOLLS,,2550,180,"(-35.188824, 149.093330)"
PLGR477,NICHOLLS,,2700,186,"(-35.181396, 149.104462)"
PLGR458,NICHOLLS,,2696,186,"(-35.185783, 149.106010)"
PLGR591,NICHOLLS,,1132,122,"(-35.183853, 149.101738)"
PLGR483,NICHOLLS,,3016,197,"(-35.186668, 149.094040)"
PLGR462,NICHOLLS,,2675,185,"(-35.181484, 149.088486)"
PLAR710,NICHOLLS,MULCH,219,60,"(-35.183853, 149.101738)"
PLAR568,NICHOLLS,TANBARK SURFACE,222,63,"(-35.185783, 149.106018)"
PLAR572,NICHOLLS,TANBARK SURFACE,207,63,"(-35.181484, 149.088493)"
PLAR576,NICHOLLS,TANBARK SURFACE,307,71,"(-35.192265, 149.110092)"
PLAR756,NICHOLLS,TANBARK SURFACE,364,75,"(-35.182137, 149.098175)"
PLAR587,NICHOLLS,TANBARK SURFACE,205,55,"(-35.188824, 149.093338)"
PLAR588,NICHOLLS,TANBARK SURFACE,229,61,"(-35.181396, 149.104462)"
PLAR594,NICHOLLS,TANBARK SURFACE,333,72,"(-35.186668, 149.094048)"
PLAR201,"O""CONNOR",TANBARK SURFACE,250,60,"(-35.252466, 149.121414)"
PLGR176,"O""CONNOR",,3253,205,"(-35.256977, 149.111618)"
PLGR175,"O""CONNOR",,2917,193,"(-35.257446, 149.121002)"
PLGR177,"O""CONNOR",,2713,186,"(-35.264851, 149.113228)"
PLGR178,"O""CONNOR",,3385,209,"(-35.260822, 149.117851)"
PLGR179,"O""CONNOR",,2830,192,"(-35.263628, 149.124420)"
PLGR174,"O""CONNOR",,2698,185,"(-35.252468, 149.121422)"
PLAR206,"O""CONNOR",TANBARK SURFACE,238,68,"(-35.263660, 149.124420)"
PLAR205,"O""CONNOR",MULCH,456,101,"(-35.260857, 149.117889)"
PLAR204,"O""CONNOR",TANBARK SURFACE,211,68,"(-35.264820, 149.113228)"
PLAR203,"O""CONNOR",TANBARK SURFACE,392,82,"(-35.256977, 149.111618)"
PLAR202,"O""CONNOR",TANBARK SURFACE,315,67,"(-35.257446, 149.121002)"
PLAR725,"O""CONNOR",TANBARK SURFACE,21,16,"(-35.264885, 149.113388)"
PLGR404,"O""MALLEY",,2933,193,"(-35.355064, 149.106346)"
PLAR503,"O""MALLEY",TANBARK SURFACE,335,67,"(-35.355064, 149.106346)"
